"","target","source","flow"
"1245","TH","MY",2
"1246","TH","NL",1
"1247","TH","PG",1
"1248","TH","QA",4
"1249","TH","SG",42
"1250","TH","US",1
"1251","TH","VN",8
"1252","TH","ZA",3
"1253","TJ","AT",1
"1254","TM","CH",2
"1255","TM","DE",1
"1256","TM","FR",7
"1257","TM","IT",4
"1258","TN","CH",3
"1259","TN","DE",1
"1260","TN","ES",1
"1261","TN","FR",9
"1262","TN","IT",4
"1263","TN","TH",1
"1264","TR","AR",3
"1265","TR","AT",2
"1266","TR","CA",4
"1267","TR","CH",22
"1268","TR","CO",6
"1269","TR","DE",3
"1270","TR","ES",30
"1271","TR","FI",2
"1272","TR","FR",45
"1273","TR","GB",2
"1274","TR","GR",1
"1275","TR","ID",4
"1276","TR","IE",1
"1277","TR","IL",2
"1278","TR","IT",41
"1279","TR","JP",1
"1280","TR","MX",1
"1281","TR","MY",1
"1282","TR","NL",8
"1283","TR","PT",1
"1284","TR","SE",1
"1285","TR","SG",7
"1286","TR","TH",7
"1287","TR","US",1
"1288","TR","ZA",1
"1289","TT","CO",1
"1290","TT","FR",2
"1291","TT","US",1
"1292","TW","VN",2
"1293","UA","AT",3
"1294","UA","CH",17
"1295","UA","DE",10
"1296","UA","FR",11
"1297","UA","GB",2
"1298","UA","ID",3
"1299","UA","IT",29
"1300","UA","PL",1
"1301","UA","TH",9
"1302","UA","ZA",1
"1303","UG","ES",3
"1304","UG","FR",1
"1305","UG","TH",2
"1306","US","AE",1
"1307","US","AR",15
"1308","US","AT",9
"1309","US","AU",6
"1310","US","BE",15
"1311","US","BL",12
"1312","US","BO",1
"1313","US","BR",19
"1314","US","BS",1
"1315","US","CA",50
"1316","US","CH",119
"1317","US","CI",1
"1318","US","CL",1
"1319","US","CN",12
"1320","US","CO",18
"1321","US","DE",29
"1322","US","DK",1
"1323","US","DO",3
"1324","US","EE",1
"1325","US","ES",63
"1326","US","FI",1
"1327","US","FM",1
"1328","US","FO",1
"1329","US","FR",117
"1330","US","GB",50
"1331","US","GR",3
"1332","US","HK",58
"1333","US","HN",1
"1334","US","HU",1
"1335","US","ID",13
"1336","US","IE",2
"1337","US","IL",1
"1338","US","IT",201
"1339","US","JE",2
"1340","US","JO",1
"1341","US","JP",20
"1342","US","KE",4
"1343","US","KH",1
"1344","US","KR",14
"1345","US","LB",1
"1346","US","LT",1
"1347","US","LU",3
"1348","US","LV",1
"1349","US","MO",1
"1350","US","MX",128
"1351","US","MY",9
"1352","US","NG",5
"1353","US","NI",6
"1354","US","NL",14
"1355","US","NO",1
"1356","US","PA",2
"1357","US","PE",3
"1358","US","PG",1
"1359","US","PH",5
"1360","US","PT",13
"1361","US","RO",1
"1362","US","SE",2
"1363","US","SG",39
"1364","US","SM",1
"1365","US","SZ",1
"1366","US","TF",3
"1367","US","TH",26
"1368","US","TR",6
"1369","US","UY",1
"1370","US","VN",14
"1371","US","ZA",41
"1372","US","ZW",11
"1373","UY","CH",2
"1374","UY","DE",1
"1375","UY","FR",1
"1376","UY","IT",3
"1377","UY","NL",2
"1378","UY","US",2
"1379","UZ","CH",7
"1380","UZ","DE",2
"1381","UZ","FR",9
"1382","UZ","IT",25
"1383","UZ","TH",3
"1384","VA","CH",1
"1385","VE","CH",1
"1386","VE","FR",3
"1387","VE","HK",1
"1388","VE","US",1
"1389","VG","CH",4
"1390","VG","FR",1
"1391","VG","GE",1
"1392","VG","US",1
"1393","VI","CH",2
"1394","VI","DE",1
"1395","VI","FR",1
"1396","VI","GB",2
"1397","VN","AT",1
"1398","VN","BO",1
"1399","VN","CH",25
"1400","VN","CN",1
"1401","VN","CO",1
"1402","VN","DE",1
"1403","VN","ES",5
"1404","VN","FR",44
"1405","VN","HK",6
"1406","VN","ID",2
"1407","VN","IT",17
"1408","VN","JP",16
"1409","VN","KR",27
"1410","VN","MO",1
"1411","VN","MY",19
"1412","VN","SG",55
"1413","VN","TH",10
"1414","VN","US",2
"1415","VN","ZA",2
"1416","VU","FR",1
"1417","YE","CH",1
"1418","YE","TH",1
"1419","ZA","AE",1
"1420","ZA","AT",9
"1421","ZA","BR",1
"1422","ZA","BW",2
"1423","ZA","CH",20
"1424","ZA","CO",1
"1425","ZA","DE",5
"1426","ZA","ES",7
"1427","ZA","FR",16
"1428","ZA","GB",2
"1429","ZA","HK",1
"1430","ZA","IT",25
"1431","ZA","JP",4
"1432","ZA","KR",1
"1433","ZA","MU",1
"1434","ZA","MY",1
"1435","ZA","MZ",1
"1436","ZA","NL",9
"1437","ZA","PT",2
"1438","ZA","SG",2
"1439","ZA","TH",4
"1440","ZA","US",3
"1441","ZA","ZW",2
"1442","ZM","CH",1
"1443","ZM","ZW",5
"1444","ZW","CH",1
"1445","ZW","TH",1
"1446","ZW","ZA",1
